PEST_Code,Model,Scenario,Date,Label,Description
PEST_20191028_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191028,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191029_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191029,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191029_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191029,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191029_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191029,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191029_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191029,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191029_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191029,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191029_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20191029,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191030_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191030,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191030_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191030,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191030_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191030,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191030_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191030,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191030_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191030,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191030_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20191030,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191031_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191031,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191031_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191031,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191031_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191031,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191104_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191104,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191105_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191105,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191108_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191108,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio, adding drains to wetlands that cover more than 25% of the model cell area, and combining till with the bedrock"
PEST_20191113_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191113,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio, no wetland drains, and combining till with the bedrock"
PEST_20191113_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191113,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio, wetland drains for cells with any (non-flowline) water, and combining till with the bedrock"
PEST_20191113_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191113,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio, wetland drains for cells with > = 10% water, and combining till with the bedrock"
PEST_20191113_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191113,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio, wetland drains for cells with > = 25% water, and combining till with the bedrock"
PEST_20191113_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191113,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio, wetland drains for cells with > = 40% water, and combining till with the bedrock"
PEST_20191115_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191115,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no wetland drains, and combining till with the bedrock"
PEST_20191115_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191115,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >=40% water, and combining till with the bedrock"
PEST_20191115_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191115,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >=25% water, and combining till with the bedrock"
PEST_20191115_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191115,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >=10% water, and combining till with the bedrock"
PEST_20191115_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191115,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >0% water, and combining till with the bedrock"
PEST_20191118_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191118,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >0% water, and combining till with the bedrock"
PEST_20191118_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191118,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >0% water, and combining till with the bedrock"
PEST_20191118_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191118,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >= 10% water, and combining till with the bedrock"
PEST_20191118_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191118,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >= 25% water, and combining till with the bedrock"
PEST_20191118_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191118,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer,drains on cells with >= 40% water, and combining till with the bedrock"
PEST_20191119_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191119,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drain cells, and combining till with the bedrock"
PEST_20191125_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191125,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drain cells, and combining till with the bedrock"
PEST_20191125_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191125,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drain cells, and combining till with the bedrock"
PEST_20191125_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191125,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drain cells, and combining till with the bedrock"
PEST_20191125_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191125,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drain cells, and combining till with the bedrock"
PEST_20191126_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191126,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drain cells, and combining till with the bedrock"
PEST_20191126_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191126,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > 0% waters, and combining till with the bedrock"
PEST_20191126_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191126,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > 0% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > 0% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > 0% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > 0% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > = 10% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > = 25% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > = 40% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_g, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > = 40% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_h, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > = 40% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_i, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells with > = 40% waters, and combining till with the bedrock"
PEST_20191127_CoastalCT_j, CoastalCT, layers_GHB_sea_septic,20191127,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20191129_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191129,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells containing more than 25% water, and combining till with the bedrock"
PEST_20191129_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191129,layers_GHB_sea_septic_PEST_tillBedrock_25,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells containing more than 25% water, and combining till with the bedrock"
PEST_20191129_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191129,layers_GHB_sea_septic_PEST_tillBedrock_0,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells containing more than 0% water, and combining till with the bedrock"
PEST_20191129_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191129,layers_GHB_sea_septic_PEST_tillBedrock_10,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells containing more than 10% water, and combining till with the bedrock"
PEST_20191129_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191129,layers_GHB_sea_septic_PEST_tillBedrock_25,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, drains in cells containing more than 40% water, and combining till with the bedrock"
PEST_20191129_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20191129,layers_GHB_sea_septic_PEST_tillBedrock,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20191218_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191218,,TEST
PEST_20200109_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200109,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200115_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200115,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200116_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200116,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200116_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200116,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200116_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20200116,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200116_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20200116,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200116_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20200116,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200121_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200121,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock, testing the vani zone setting to try to replicate earlier results"
PEST_20200123_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200123,layers_GHB_sea_septic_PEST_tillBedrock_0,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio,updated sewer layer, no additional drains, and combining till with the bedrock"
PEST_20200213_CoastalCT_a, CoastalCT, layers_GHB_sea_septic_ShallowBed,20200213,layers_GHB_sea_septic_ShallowBed_PEST__0,sensitivity test of bedrock depth - shallow bedrock
PEST_20200213_CoastalCT_b, CoastalCT, layers_GHB_sea_septic_DeepBed,20200213,layers_GHB_sea_septic_DeepBed_PEST__0,sensitivity test of bedrock depth - deep bedrock
PEST_20200213_CoastalCT_c, CoastalCT, layers_GHB_sea_septic_DeepBed,20200213,layers_GHB_sea_septic_DeepBed_PEST_0,sensitivity test of bedrock depth - deep bedrock
PEST_20200213_CoastalCT_d, CoastalCT, layers_GHB_sea_septic_ShallowBed,20200213,layers_GHB_sea_septic_ShallowBed_PEST_0,sensitivity test of bedrock depth - shallow bedrock
PEST_20200213_Niantic_e, Niantic, layers_GHB_sea_septic,20200213,layers_GHB_sea_septic_PEST,creating a framework to be able to use the calibrating parameters from the CoastalCT model
PEST_20200213_Niantic_f, Niantic, layers_GHB_sea_septic,20200213,layers_GHB_sea_septic_PEST,creating a framework to be able to use the calibrating parameters from the CoastalCT model
PEST_20200213_Niantic500_g, Niantic500, layers_GHB_sea_septic,20200213,layers_GHB_sea_septic_PEST,creating a framework to be able to use the calibrating parameters from the CoastalCT model
PEST_20200213_Niantic250_h, Niantic250, layers_GHB_sea_septic,20200213,layers_GHB_sea_septic_PEST,creating a framework to be able to use the calibrating parameters from the CoastalCT model
PEST_20200213_Niantic500_i, Niantic500, layers_GHB_sea_septic,20200213,layers_GHB_sea_septic_PEST,creating a framework to be able to use the calibrating parameters from the CoastalCT model
PEST_20200213_Niantic250_j, Niantic250, layers_GHB_sea_septic,20200213,layers_GHB_sea_septic_PEST,creating a framework to be able to use the calibrating parameters from the CoastalCT model
PEST_20200227_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200227,layers_GHB_sea_septic_PEST_tillBedrock_0_rev,sensitivity test of bedrock depth - shallow bedrock
PEST_20200228_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200228,layers_GHB_sea_septic_PEST_tillBedrock_0_reducedGHB,calculating the minimum ned elevation within the coastal area of each cell for the GHB elevation
PEST_20200303_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200303,layers_GHB_sea_septic_PEST_tillBedrock_0_reducedGHB,calculating the minimum ned elevation within the coastal area of each cell for the GHB elevation
PEST_20200303_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200303,layers_GHB_sea_septic_PEST_tillBedrock_0_reducedGHB2,calculating the minimum ned elevation within the coastal area of each cell for the GHB elevation
PEST_20200316_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200316,layers_GHB_sea_septic_PEST,updating the calibration after fixing elevation issues in the streams and GHBPEST_20200318_CoastalCT500_a, CoastalCT500, layers_GHB_sea_septic,20200318,"layers_GHB_sea_septic_PEST","calibrating the 500 ft model"
PEST_20200318_CoastalCT500_a, CoastalCT500, layers_GHB_sea_septic,20200318,"layers_GHB_sea_septic_PEST","calibrating the 500 ft model"
PEST_20200320_CoastalCT500_a, CoastalCT500, layers_GHB_sea_septic,20200320,"layers_GHB_sea_septic_PEST","calibrating the 500 ft model"
PEST_20200331_CoastalCT_a, CoastalCT, layers_GHB_sea_septic_DeepBed,20200331,"testing a deeper bedrock"
PEST_20200331_CoastalCT_b, CoastalCT, layers_GHB_sea_septic_DeepBed,20200331,"testing a deeper bedrock"
PEST_20200331_CoastalCT_c, CoastalCT, layers_GHB_sea_septic_ShallowBed,20200331,"testing a shallower bedrock"
PEST_20200331_CoastalCT_d, CoastalCT, layers_GHB_sea_septic_DeepBed,20200331,"testing a deeper bedrock"
PEST_20200331_CoastalCT_e, CoastalCT, layers_GHB_sea_septic_ShallowBed,20200331,"testing a shallower bedrock"
PEST_20200331_Niantic_f, Niantic, layers_GHB_sea_septic,20200331,"creating a framework to be able to use the calibrating parameters from the CoastalCT model"
PEST_20200331_Niantic_g, Niantic, layers_GHB_sea_septic,20200331,"creating a framework to be able to use the calibrating parameters from the CoastalCT model"
PEST_20200331_Niantic500_h, Niantic500, layers_GHB_sea_septic,20200331,"creating a framework to be able to use the calibrating parameters from the CoastalCT model"
PEST_20200331_Niantic250_i, Niantic250, layers_GHB_sea_septic,20200331,"creating a framework to be able to use the calibrating parameters from the CoastalCT model"
PEST_20200331_CoastalCT_j, CoastalCT, layers_GHB_sea_septic_DeepBed,20200331,"layers_GHB_sea_septic_DeepBed_PEST","testing a deeper bedrock"
PEST_20200331_CoastalCT_k, CoastalCT, layers_GHB_sea_septic_ShallowBed,20200331,"layers_GHB_sea_septic_ShallowBed_PEST","testing a shallower bedrock"
PEST_20200416_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200416,"layers_GHB_sea_septic_PEST","re-calibrating about fixing the ghb boundaries"
PEST_20200416_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200416,"layers_GHB_sea_septic_PEST_initial","creating a model of initial (uncalibrated) conditions"
PEST_20200417_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200417,"layers_GHB_sea_septic_PEST","re-calibrating after fixing the ghb boundaries"
PEST_20200420_CoastalCT_a, CoastalCT, layers_GHB_sea_septic_DeepBed,20200420,"layers_GHB_sea_septic_DeepBed_PEST","re-calibrating the DeepBed model"
PEST_20200420_CoastalCT_b, CoastalCT, layers_GHB_sea_septic_ShallowBed,20200420,"layers_GHB_sea_septic_ShallowBed_PEST","re-calibrating the ShallowBed"
PEST_20200420_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20200420,"layers_GHB_sea_septic_PEST_elevCorr","re-calibrating after fixing the ghb boundaries"
PEST_20200420_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20200420,"layers_GHB_sea_septic_PEST_elevCorr_riparianDrn","re-calibrating after fixing the ghb boundaries and adding stream-side wetland drains"
PEST_20200420_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20200420,"layers_GHB_sea_septic_PEST_elevCorr_riparianDrn_riverbedK","re-calibrating after fixing the ghb boundaries, adding riparian wetland drains, and decreasing the riverbed K"
PEST_20200421_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200421,"layers_GHB_sea_septic_PEST_lowCoarseK","decreasing the max value for coarse and coarse over fine K"
PEST_20200422_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200422,"layers_GHB_sea_septic_PEST_noPWS","trying a run without PWS wells to see if that fixes the coarse / coarse-over-fine issues"
PEST_20200423_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200423,"layers_GHB_sea_septic_PEST_noPWS","trying a run without PWS wells to see if that fixes the coarse / coarse-over-fine issues"
PEST_20200423_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200423,"layers_GHB_sea_septic_PEST_noPWS_riverbedK","trying a run without PWS wells to see if that fixes the coarse / coarse-over-fine issues"
PEST_20200424_CoastalCT_a, CoastalCT, layers_GHB_sea_septic_PEST,20200424,"layers_GHB_sea_septic_PEST_PEST_rechFixed","trying a run without PWS wells to see if that fixes the coarse / coarse-over-fine issues"
PEST_20200424_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200424,"layers_GHB_sea_septic_PEST_rechFixed","trying a run with fixed recharge to see if that fixes the coarse K issue]"
PEST_20200428_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200428,"layers_GHB_sea_septic_PEST_fineRchNoCOF","testing a run with no Coarse over Fine (COF) and applying all recharge decreases to fine sediments"
PEST_20200428_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200428,"layers_GHB_sea_septic_PEST_fineRchNoCOF","testing a run with no Coarse over Fine (COF) and applying all recharge decreases to fine sediments"
PEST_20200428_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20200428,"layers_GHB_sea_septic_PEST_fineRchNoCOF","testing a run with no Coarse over Fine (COF) and applying all recharge decreases to fine sediments"
PEST_20200429_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200429,"layers_GHB_sea_septic_PEST_fineRchFixedNoCOF","testing a run with no Coarse over Fine (COF) and applying all recharge decreases to fine sediments with a fixed decrease"
PEST_20200429_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200429,"layers_GHB_sea_septic_PEST_rechFixedNoCOF","testing a run with no Coarse over Fine (COF) and specified fine and coarse adjustments"
PEST_20200429_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20200429,"layers_GHB_sea_septic_PEST_rechFixedNoCOF","testing a run with no Coarse over Fine (COF) and specified fine and coarse adjustments"
PEST_20200430_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200430,"layers_GHB_sea_septic_PEST_TEST","testing the baseflow node compilation"
PEST_20200430_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200430,"layers_GHB_sea_septic_PEST_rechOnly","only modifying recharge parameters"
PEST_20200430_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20200430,"layers_GHB_sea_septic_PEST_rechFixed_Mean","testing a run with no Coarse over Fine (COF) and specified fine and coarse adjustments"
PEST_20200430_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20200430,"layers_GHB_sea_septic_PEST_rechFixed_Mean","testing a run with no Coarse over Fine (COF) and specified fine and coarse adjustments"
PEST_20200430_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20200430,"layers_GHB_sea_septic_PEST_rechFixed_Mean_withCOF","testing a run with Coarse over Fine (COF) and specified fine and coarse adjustments"
PEST_20200501_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200501,"layers_GHB_sea_septic_PEST_lowGHB_rech_Mean","testing a run with lowered ghb and specified fine and coarse adjustments"
PEST_20200501_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200501,"layers_GHB_sea_septic_PEST_lowGHB_withCOF","testing a run with lowered ghb and specified fine and coarse adjustments, with COF"
PEST_20200501_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20200501,"layers_GHB_sea_septic_PEST_lowGHB_noCOF","testing a run with lowered ghb and specified fine and coarse adjustments, with COF"
PEST_20200504_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200504,"layers_GHB_sea_septic_PEST_inlandCoastDrn","testing a run with drains on inland coastal cells  and specified fine and coarse adjustments, with COF"
PEST_20200504_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200504,"layers_GHB_sea_septic_PEST_inlandCoastDrn","testing a run with lowered ghb, inland coastal discharge as drn,  and specified fine and coarse adjustments, with COF"
PEST_20200505_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20200505,"layers_GHB_sea_septic_PEST_inlandCoastDrn","testing a run with lowered ghb, inland coastal discharge as drn,  and specified fine and coarse adjustments, with COF"
PEST_20200505_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20200505,"layers_GHB_sea_septic_PEST_inlandCoastDrn_bedLow","testing a run with lowered ghb, inland coastal discharge as drn,  and specified fine and coarse adjustments, with COF, and lower bedrock upper K limits"
PEST_20200505_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20200505,"layers_GHB_sea_septic_PEST_inlandCoastDrn_bedLowStreamKLow","testing a run with lowered ghb, inland coastal discharge as drn,  and specified fine and coarse adjustments, with COF, and lower bedrock upper K limits and lower streambed K"
PEST_20200507_CoastalCT_a, CoastalCT, layers_GHB_sea_septic_DeepBed,20200507,"layers_GHB_sea_septic_DeepBed_PEST","calibrating the deep bedrock model"
PEST_20200507_CoastalCT_b, CoastalCT, layers_GHB_sea_septic_ShallowBed,20200507,"layers_GHB_sea_septic_ShallowBed_PEST","calibrating the Shallow Bed model"
PEST_20200508_Niantic_a, Niantic, layers_GHB_sea_septic,20200508,"layers_GHB_sea_septic_PEST","calibrating the Shallow Bed model"
PEST_20200508_Niantic_b, Niantic, layers_GHB_sea_septic,20200508,"layers_GHB_sea_septic_PEST","calibrating the Shallow Bed model"
PEST_20200508_Niantic250_c, Niantic250, layers_GHB_sea_septic,20200508,"layers_GHB_sea_septic_PEST","testing a run with lowered ghb, inland coastal discharge as drn,  and specified fine and coarse adjustments, with COF, and lower bedrock upper K limits and lower streambed K"
PEST_20200508_Niantic500_d, Niantic500, layers_GHB_sea_septic,20200508,"layers_GHB_sea_septic_PEST","testing a run with lowered ghb, inland coastal discharge as drn,  and specified fine and coarse adjustments, with COF, and lower bedrock upper K limits and lower streambed K"
